"","MovieID","ratings_per_movie","avg_ratings","Title","Genres","Year","Action","Adventure","Animation","Children.s","Comedy","Crime","Documentary","Drama","Fantasy","Film.Noir","Horror","Musical","Mystery","Romance","Sci.Fi","Thriller","War","Western"
"171",2763,1089,3.64187327823691,"Thomas Crown Affair, The (1999)","Action|Thriller",1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"172",1258,1087,4.1048758049678,"Shining, The (1980)","Horror",1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"173",2302,1086,3.78453038674033,"My Cousin Vinny (1992)","Comedy",1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",3448,1082,3.73382624768946,"Good Morning, Vietnam (1987)","Comedy|Drama|War",1987,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"175",1653,1077,3.71123491179201,"Gattaca (1997)","Drama|Sci-Fi|Thriller",1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"176",1608,1076,3.58828996282528,"Air Force One (1997)","Action|Thriller",1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"177",1391,1074,2.90037243947858,"Mars Attacks! (1996)","Action|Comedy|Sci-Fi|War",1996,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"178",2692,1072,4.22481343283582,"Run Lola Run (Lola rennt) (1998)","Action|Crime|Romance",1998,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"179",2455,1071,3.44070961718021,"Fly, The (1986)","Horror|Sci-Fi",1986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"180",3081,1066,3.51688555347092,"Sleepy Hollow (1999)","Horror|Romance",1999,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"181",3702,1066,3.66416510318949,"Mad Max (1979)","Action|Sci-Fi",1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"182",2268,1061,3.93119698397738,"Few Good Men, A (1992)","Crime|Drama",1992,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"183",595,1060,3.88584905660377,"Beauty and the Beast (1991)","Animation|Children's|Musical",1991,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"184",349,1059,3.7261567516525,"Clear and Present Danger (1994)","Action|Adventure|Thriller",1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"185",969,1057,4.25165562913907,"African Queen, The (1951)","Action|Adventure|Romance|War",1951,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"186",3256,1052,3.75,"Patriot Games (1992)","Action|Thriller",1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"187",904,1050,4.47619047619048,"Rear Window (1954)","Mystery|Thriller",1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"188",1234,1049,4.32030505243089,"Sting, The (1973)","Comedy|Crime",1973,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"189",597,1046,3.6414913957935,"Pretty Woman (1990)","Comedy|Romance",1990,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"190",1674,1046,3.9961759082218,"Witness (1985)","Drama|Romance|Thriller",1985,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"191",2054,1045,2.93301435406699,"Honey, I Shrunk the Kids (1989)","Adventure|Children's|Comedy|Fantasy|Sci-Fi",1989,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"192",913,1043,4.39597315436242,"Maltese Falcon, The (1941)","Film-Noir|Mystery",1941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"193",2081,1035,3.75652173913043,"Little Mermaid, The (1989)","Animation|Children's|Comedy|Musical|Romance",1989,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"194",3703,1034,3.67408123791103,"Mad Max 2 (a.k.a. The Road Warrior) (1981)","Action|Sci-Fi",1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"195",11,1033,3.79380445304937,"American President, The (1995)","Comedy|Drama|Romance",1995,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"196",1377,1031,2.97672162948594,"Batman Returns (1992)","Action|Adventure|Comedy|Crime",1992,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"197",2890,1021,3.80705190989226,"Three Kings (1999)","Drama|War",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"198",3755,1013,3.35143139190523,"Perfect Storm, The (2000)","Action|Adventure|Thriller",2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"199",1028,1011,3.89416419386746,"Mary Poppins (1964)","Children's|Comedy|Musical",1964,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"200",2001,1011,3.54500494559842,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama",1989,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"201",1101,1010,3.68613861386139,"Top Gun (1986)","Action|Romance",1986,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"202",2968,1010,3.69405940594059,"Time Bandits (1981)","Adventure|Fantasy|Sci-Fi",1981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"203",2617,1007,3.32174776564052,"Mummy, The (1999)","Action|Adventure|Horror|Thriller",1999,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"204",2407,1006,3.53777335984095,"Cocoon (1985)","Comedy|Sci-Fi",1985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"205",1682,1005,3.86169154228856,"Truman Show, The (1998)","Drama",1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"206",1233,1001,4.3026973026973,"Boat, The (Das Boot) (1981)","Action|Drama|War",1981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"207",1372,1001,3.40959040959041,"Star Trek VI: The Undiscovered Country (1991)","Action|Adventure|Sci-Fi",1991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
